"";"data";"lugar";"media_historica_do_mes";"pluviometria_acumulada_no_mes";"pluviometria_do_dia";"volume_armazenado"
"2824";"2006-01-28";"sistemaCantareira";255,9;173,3;4,4;0,445
"2825";"2006-01-28";"sistemaCotia";223,8;220,9;9,1;1
"2826";"2006-01-28";"sistemaGuarapiranga";225,7;174,1;14;0,699
"2827";"2006-01-28";"sistemaRioClaro";292,4;156,8;8,6;1,023
"2828";"2006-01-28";"sistemaRioGrande";235,8;165,6;13;0,906
"2829";"2006-01-29";"sistemaAltoTiete";245,1;132,1;0,4;0,438
"2830";"2006-01-29";"sistemaCantareira";255,9;176;2,7;0,445
"2831";"2006-01-29";"sistemaCotia";223,8;222,4;1,5;1,002
"2832";"2006-01-29";"sistemaGuarapiranga";225,7;174,2;0,1;0,704
"2833";"2006-01-29";"sistemaRioClaro";292,4;157,3;0,5;1,019
"2834";"2006-01-29";"sistemaRioGrande";235,8;171,6;6;0,904
"2835";"2006-01-30";"sistemaAltoTiete";245,1;151,4;19,3;0,441
"2836";"2006-01-30";"sistemaCantareira";255,9;203,7;27,7;0,448
"2837";"2006-01-30";"sistemaCotia";223,8;264,7;42,3;1,021
"2838";"2006-01-30";"sistemaGuarapiranga";225,7;218,2;44;0,724
"2839";"2006-01-30";"sistemaRioClaro";292,4;167,9;10,6;1,019
"2840";"2006-01-30";"sistemaRioGrande";235,8;219,6;48;0,925
"2841";"2006-01-31";"sistemaAltoTiete";245,1;171,3;19,9;0,445
"2842";"2006-01-31";"sistemaCantareira";255,9;210,3;6,6;0,449
"2843";"2006-01-31";"sistemaCotia";223,8;272,9;8,2;1,018
"2844";"2006-01-31";"sistemaGuarapiranga";225,7;220,2;2;0,735
"2845";"2006-01-31";"sistemaRioClaro";292,4;173,4;5,5;1,02
"2846";"2006-01-31";"sistemaRioGrande";235,8;252;32,4;0,94
"2847";"2006-02-01";"sistemaAltoTiete";203,6;15,1;15,1;0,45
"2848";"2006-02-01";"sistemaCantareira";210,6;8,3;8,3;0,451
"2849";"2006-02-01";"sistemaCotia";188,8;1,3;1,3;1,021
"2850";"2006-02-01";"sistemaGuarapiranga";195,9;6,4;6,4;0,755
"2851";"2006-02-01";"sistemaRioClaro";250,5;3,1;3,1;1,019
"2852";"2006-02-01";"sistemaRioGrande";207,6;5;5;0,955
"2853";"2006-02-02";"sistemaAltoTiete";203,6;15,1;0;0,452
"2854";"2006-02-02";"sistemaCantareira";210,6;21;12,7;0,454
"2855";"2006-02-02";"sistemaCotia";188,8;1,3;0;1,018
"2856";"2006-02-02";"sistemaGuarapiranga";195,9;6,4;0;0,767
"2857";"2006-02-02";"sistemaRioClaro";250,5;3,9;0,8;1,017
"2858";"2006-02-02";"sistemaRioGrande";207,6;5;0;0,955
"2859";"2006-02-03";"sistemaAltoTiete";203,6;15,3;0,2;0,453
"2860";"2006-02-03";"sistemaCantareira";210,6;21;0;0,454
"2861";"2006-02-03";"sistemaCotia";188,8;1,6;0,3;1,014
"2862";"2006-02-03";"sistemaGuarapiranga";195,9;6,4;0;0,77
"2863";"2006-02-03";"sistemaRioClaro";250,5;4,1;0,2;1,017
"2864";"2006-02-03";"sistemaRioGrande";207,6;5;0;0,94
"2865";"2006-02-04";"sistemaAltoTiete";203,6;18,8;3,5;0,454
"2866";"2006-02-04";"sistemaCantareira";210,6;24,4;3,4;0,456
"2867";"2006-02-04";"sistemaCotia";188,8;1,6;0;1,011
"2868";"2006-02-04";"sistemaGuarapiranga";195,9;9;2,6;0,771
"2869";"2006-02-04";"sistemaRioClaro";250,5;4,2;0,1;1,016
"2870";"2006-02-04";"sistemaRioGrande";207,6;5;0;0,928
"2871";"2006-02-05";"sistemaAltoTiete";203,6;18,8;0;0,454
"2872";"2006-02-05";"sistemaCantareira";210,6;28,8;4,4;0,457
"2873";"2006-02-05";"sistemaCotia";188,8;1,6;0;1,009
"2874";"2006-02-05";"sistemaGuarapiranga";195,9;9;0;0,767
"2875";"2006-02-05";"sistemaRioClaro";250,5;4,3;0,1;1,016
"2876";"2006-02-05";"sistemaRioGrande";207,6;5;0;0,914
"2877";"2006-02-06";"sistemaAltoTiete";203,6;20,8;2;0,453
"2878";"2006-02-06";"sistemaCantareira";210,6;28,8;0;0,457
"2879";"2006-02-06";"sistemaCotia";188,8;1,6;0;1,005
"2880";"2006-02-06";"sistemaGuarapiranga";195,9;9;0;0,761
"2881";"2006-02-06";"sistemaRioClaro";250,5;38,6;34,3;1,02
"2882";"2006-02-06";"sistemaRioGrande";207,6;5;0;0,916
"2883";"2006-02-07";"sistemaAltoTiete";203,6;26,1;5,3;0,453
"2884";"2006-02-07";"sistemaCantareira";210,6;33,1;4,3;0,457
"2885";"2006-02-07";"sistemaCotia";188,8;3,8;2,2;1,002
"2886";"2006-02-07";"sistemaGuarapiranga";195,9;9,8;0,8;0,758
"2887";"2006-02-07";"sistemaRioClaro";250,5;41,5;2,9;1,02
"2888";"2006-02-07";"sistemaRioGrande";207,6;9,1;4,1;0,92
"2889";"2006-02-08";"sistemaAltoTiete";203,6;67,5;41,3;0,459
"2890";"2006-02-08";"sistemaCantareira";210,6;52,4;19,3;0,459
"2891";"2006-02-08";"sistemaCotia";188,8;31,1;27,3;1,005
"2892";"2006-02-08";"sistemaGuarapiranga";195,9;29,8;20;0,756
"2893";"2006-02-08";"sistemaRioClaro";250,5;56,3;14,8;1,019
"2894";"2006-02-08";"sistemaRioGrande";207,6;21,8;12,7;0,928
"2895";"2006-02-09";"sistemaAltoTiete";203,6;79,1;11,6;0,463
"2896";"2006-02-09";"sistemaCantareira";210,6;67,8;15,4;0,461
"2897";"2006-02-09";"sistemaCotia";188,8;31,1;0;1
"2898";"2006-02-09";"sistemaGuarapiranga";195,9;46;16,2;0,761
"2899";"2006-02-09";"sistemaRioClaro";250,5;62,6;6,3;1,019
"2900";"2006-02-09";"sistemaRioGrande";207,6;24;2,2;0,93
"2901";"2006-02-10";"sistemaAltoTiete";203,6;110;30,9;0,472
"2902";"2006-02-10";"sistemaCantareira";210,6;85,2;17,4;0,464
"2903";"2006-02-10";"sistemaCotia";188,8;50,3;19,2;1,002
"2904";"2006-02-10";"sistemaGuarapiranga";195,9;61,4;15,4;0,767
"2905";"2006-02-10";"sistemaRioClaro";250,5;109,3;46,7;1,026
"2906";"2006-02-10";"sistemaRioGrande";207,6;52,7;28,7;0,95
"2907";"2006-02-11";"sistemaAltoTiete";203,6;127,8;17,8;0,481
"2908";"2006-02-11";"sistemaCantareira";210,6;127,7;42,4;0,473
"2909";"2006-02-11";"sistemaCotia";188,8;74,1;23,8;1,009
"2910";"2006-02-11";"sistemaGuarapiranga";195,9;82,7;21,3;0,777
"2911";"2006-02-11";"sistemaRioClaro";250,5;145,5;36,2;1,029
"2912";"2006-02-11";"sistemaRioGrande";207,6;77,5;24,8;0,963
"2913";"2006-02-12";"sistemaAltoTiete";203,6;167,7;40;0,497
"2914";"2006-02-12";"sistemaCantareira";210,6;180,5;52,8;0,489
"2915";"2006-02-12";"sistemaCotia";188,8;80,2;6,1;1,014
"2916";"2006-02-12";"sistemaGuarapiranga";195,9;107,7;25;0,782
"2917";"2006-02-12";"sistemaRioClaro";250,5;190;44,5;1,029
"2918";"2006-02-12";"sistemaRioGrande";207,6;102,9;25,4;0,973
"2919";"2006-02-13";"sistemaAltoTiete";203,6;168,9;1,1;0,506
"2920";"2006-02-13";"sistemaCantareira";210,6;185,3;4,8;0,497
"2921";"2006-02-13";"sistemaCotia";188,8;82,4;2,2;1,011
"2922";"2006-02-13";"sistemaGuarapiranga";195,9;107,7;0;0,795
"2923";"2006-02-13";"sistemaRioClaro";250,5;190,9;0,9;1,02
"2924";"2006-02-13";"sistemaRioGrande";207,6;102,9;0;0,973
"2925";"2006-02-14";"sistemaAltoTiete";203,6;179,3;10,4;0,513
"2926";"2006-02-14";"sistemaCantareira";210,6;191,5;6,2;0,504
"2927";"2006-02-14";"sistemaCotia";188,8;82,6;0,2;1,009
"2928";"2006-02-14";"sistemaGuarapiranga";195,9;107,7;0;0,797
"2929";"2006-02-14";"sistemaRioClaro";250,5;208,2;17,3;1,02
"2930";"2006-02-14";"sistemaRioGrande";207,6;103,4;0,5;0,965
"2931";"2006-02-15";"sistemaAltoTiete";203,6;179,4;0,2;0,516
"2932";"2006-02-15";"sistemaCantareira";210,6;195,9;4,4;0,508
"2933";"2006-02-15";"sistemaCotia";188,8;82,6;0;1,007
"2934";"2006-02-15";"sistemaGuarapiranga";195,9;107,8;0,1;0,802
"2935";"2006-02-15";"sistemaRioClaro";250,5;208,5;0,3;1,019
"2936";"2006-02-15";"sistemaRioGrande";207,6;103,4;0;0,955
"2937";"2006-02-16";"sistemaAltoTiete";203,6;189;9,6;0,519
"2938";"2006-02-16";"sistemaCantareira";210,6;230,7;34,8;0,519
"2939";"2006-02-16";"sistemaCotia";188,8;83,1;0,5;1,005
"2940";"2006-02-16";"sistemaGuarapiranga";195,9;109,6;1,8;0,797
"2941";"2006-02-16";"sistemaRioClaro";250,5;208,9;0,4;1,017
"2942";"2006-02-16";"sistemaRioGrande";207,6;103,9;0,5;0,945
"2943";"2006-02-17";"sistemaAltoTiete";203,6;189;0;0,521
"2944";"2006-02-17";"sistemaCantareira";210,6;230,9;0,2;0,53
"2945";"2006-02-17";"sistemaCotia";188,8;84,3;1,2;1,005
"2946";"2006-02-17";"sistemaGuarapiranga";195,9;109,6;0;0,797
"2947";"2006-02-17";"sistemaRioClaro";250,5;208,9;0;1,017
"2948";"2006-02-17";"sistemaRioGrande";207,6;103,9;0;0,935
"2949";"2006-02-18";"sistemaAltoTiete";203,6;195,2;6,2;0,524
"2950";"2006-02-18";"sistemaCantareira";210,6;250,9;20;0,545
"2951";"2006-02-18";"sistemaCotia";188,8;87,1;2,8;1,005
"2952";"2006-02-18";"sistemaGuarapiranga";195,9;110,8;1,2;0,795
"2953";"2006-02-18";"sistemaRioClaro";250,5;212,1;3,2;1,017
"2954";"2006-02-18";"sistemaRioGrande";207,6;103,9;0;0,925
"2955";"2006-02-19";"sistemaAltoTiete";203,6;202;6,8;0,526
"2956";"2006-02-19";"sistemaCantareira";210,6;251;0,2;0,551
"2957";"2006-02-19";"sistemaCotia";188,8;87,1;0;1,002
"2958";"2006-02-19";"sistemaGuarapiranga";195,9;112,6;1,8;0,791
"2959";"2006-02-19";"sistemaRioClaro";250,5;227,1;15;1,02
"2960";"2006-02-19";"sistemaRioGrande";207,6;104,9;1;0,922
"2961";"2006-02-20";"sistemaAltoTiete";203,6;202,7;0,7;0,526
"2962";"2006-02-20";"sistemaCantareira";210,6;259,5;8,5;0,556
"2963";"2006-02-20";"sistemaCotia";188,8;87,9;0,8;1,002
"2964";"2006-02-20";"sistemaGuarapiranga";195,9;121,8;9,2;0,791
"2965";"2006-02-20";"sistemaRioClaro";250,5;227,8;0,7;1,019
"2966";"2006-02-20";"sistemaRioGrande";207,6;105,2;0,3;0,92
"2967";"2006-02-21";"sistemaAltoTiete";203,6;203,2;0,4;0,529
"2968";"2006-02-21";"sistemaCantareira";210,6;261,1;1,6;0,559
"2969";"2006-02-21";"sistemaCotia";188,8;87,9;0;1
"2970";"2006-02-21";"sistemaGuarapiranga";195,9;121,8;0;0,788
"2971";"2006-02-21";"sistemaRioClaro";250,5;229;1,2;1,017
"2972";"2006-02-21";"sistemaRioGrande";207,6;105,2;0;0,92
"2973";"2006-02-22";"sistemaAltoTiete";203,6;218,8;15,7;0,53
"2974";"2006-02-22";"sistemaCantareira";210,6;274,6;13,5;0,563
"2975";"2006-02-22";"sistemaCotia";188,8;98,6;10,7;1,002
"2976";"2006-02-22";"sistemaGuarapiranga";195,9;129;7,2;0,785
"2977";"2006-02-22";"sistemaRioClaro";250,5;246,1;17,1;1,019
"2978";"2006-02-22";"sistemaRioGrande";207,6;105,4;0,2;0,919
"2979";"2006-02-23";"sistemaAltoTiete";203,6;220,2;1,4;0,533
"2980";"2006-02-23";"sistemaCantareira";210,6;280,1;5,4;0,566
"2981";"2006-02-23";"sistemaCotia";188,8;105,9;7,3;1,002
"2982";"2006-02-23";"sistemaGuarapiranga";195,9;130,8;1,8;0,785
"2983";"2006-02-23";"sistemaRioClaro";250,5;249,7;3,6;1,017
"2984";"2006-02-23";"sistemaRioGrande";207,6;105,8;0,4;0,916
"2985";"2006-02-24";"sistemaAltoTiete";203,6;222,7;2,5;0,534
"2986";"2006-02-24";"sistemaCantareira";210,6;280,2;0,1;0,568
"2987";"2006-02-24";"sistemaCotia";188,8;105,9;0;1,002
"2988";"2006-02-24";"sistemaGuarapiranga";195,9;131,6;0,8;0,782
"2989";"2006-02-24";"sistemaRioClaro";250,5;299,1;49,4;1,031
"2990";"2006-02-24";"sistemaRioGrande";207,6;105,8;0;0,914
"2991";"2006-02-25";"sistemaAltoTiete";203,6;227,5;4,8;0,534
"2992";"2006-02-25";"sistemaCantareira";210,6;283,4;3,2;0,57
"2993";"2006-02-25";"sistemaCotia";188,8;105,9;0;1,002
"2994";"2006-02-25";"sistemaGuarapiranga";195,9;131,6;0;0,776
"2995";"2006-02-25";"sistemaRioClaro";250,5;302,6;3,5;1,017
"2996";"2006-02-25";"sistemaRioGrande";207,6;105,8;0;0,911
"2997";"2006-02-26";"sistemaAltoTiete";203,6;227,5;0;0,534
"2998";"2006-02-26";"sistemaCantareira";210,6;283,4;0;0,571
"2999";"2006-02-26";"sistemaCotia";188,8;106,3;0,4;1
"3000";"2006-02-26";"sistemaGuarapiranga";195,9;131,6;0;0,771
"3001";"2006-02-26";"sistemaRioClaro";250,5;302,6;0;1,017
"3002";"2006-02-26";"sistemaRioGrande";207,6;105,8;0;0,909
"3003";"2006-02-27";"sistemaAltoTiete";203,6;227,5;0;0,533
"3004";"2006-02-27";"sistemaCantareira";210,6;283,4;0;0,572
"3005";"2006-02-27";"sistemaCotia";188,8;106,3;0;1
"3006";"2006-02-27";"sistemaGuarapiranga";195,9;131,6;0;0,767
"3007";"2006-02-27";"sistemaRioClaro";250,5;302,8;0,2;1,017
"3008";"2006-02-27";"sistemaRioGrande";207,6;105,8;0;0,908
"3009";"2006-02-28";"sistemaAltoTiete";203,6;227,5;0;0,533
"3010";"2006-02-28";"sistemaCantareira";210,6;283,4;0;0,574
"3011";"2006-02-28";"sistemaCotia";188,8;106,3;0;1
"3012";"2006-02-28";"sistemaGuarapiranga";195,9;131,6;0;0,764
"3013";"2006-02-28";"sistemaRioClaro";250,5;302,9;0,1;1,016
"3014";"2006-02-28";"sistemaRioGrande";207,6;105,8;0;0,904
"3015";"2006-03-01";"sistemaAltoTiete";176,7;0;0;0,532
"3016";"2006-03-01";"sistemaCantareira";180,7;9,3;9,3;0,576
"3017";"2006-03-02";"sistemaAltoTiete";176,7;0,4;0,4;0,532
"3018";"2006-03-02";"sistemaCantareira";180,7;9,9;0,6;0,577
"3019";"2006-03-02";"sistemaCotia";152,6;0;0;0,995
"3020";"2006-03-02";"sistemaGuarapiranga";150,8;41;41;0,761
"3021";"2006-03-02";"sistemaRioClaro";244,2;0;0;1,016
"3022";"2006-03-02";"sistemaRioGrande";187,8;0;0;0,901
"3023";"2006-03-03";"sistemaAltoTiete";176,7;0,5;0;0,531
"3024";"2006-03-03";"sistemaCantareira";180,7;16;6,1;0,578
"3025";"2006-03-03";"sistemaCotia";152,6;0,8;0,8;0,995
"3026";"2006-03-03";"sistemaGuarapiranga";150,8;43;2;0,764
"3027";"2006-03-03";"sistemaRioClaro";244,2;0;0;1,016
"3028";"2006-03-03";"sistemaRioGrande";187,8;0;0;0,898
"3029";"2006-03-04";"sistemaAltoTiete";176,7;2;1,5;0,529
"3030";"2006-03-04";"sistemaCantareira";180,7;24,4;8,4;0,58
"3031";"2006-03-04";"sistemaCotia";152,6;1,3;0,5;0,995
"3032";"2006-03-04";"sistemaGuarapiranga";150,8;49;6;0,761
"3033";"2006-03-04";"sistemaRioClaro";244,2;0,3;0,3;1,014
"3034";"2006-03-04";"sistemaRioGrande";187,8;10,6;10,6;0,898
"3035";"2006-03-05";"sistemaAltoTiete";176,7;18,9;16,9;0,531
"3036";"2006-03-05";"sistemaCantareira";180,7;49,3;24,9;0,585
"3037";"2006-03-05";"sistemaCotia";152,6;12,9;11,6;1
"3038";"2006-03-05";"sistemaGuarapiranga";150,8;113,8;64,8;0,773
"3039";"2006-03-05";"sistemaRioClaro";244,2;3,8;3,5;1,013
"3040";"2006-03-05";"sistemaRioGrande";187,8;30,4;19,8;0,903
"3041";"2006-03-06";"sistemaAltoTiete";176,7;57,7;38,8;0,538
"3042";"2006-03-06";"sistemaCantareira";180,7;52,2;2,9;0,588
"3043";"2006-03-06";"sistemaCotia";152,6;26,1;13,2;1,009
"3044";"2006-03-06";"sistemaGuarapiranga";150,8;127,6;13,8;0,782
"3045";"2006-03-06";"sistemaRioClaro";244,2;33,8;30;1,014
"3046";"2006-03-06";"sistemaRioGrande";187,8;43,5;13,1;0,917
"3047";"2006-03-07";"sistemaAltoTiete";176,7;64,5;6,8;0,543
"3048";"2006-03-07";"sistemaCantareira";180,7;92,1;40;0,596
"3049";"2006-03-07";"sistemaCotia";152,6;40,8;14,7;1,018
"3050";"2006-03-07";"sistemaGuarapiranga";150,8;131,9;4,3;0,783
"3051";"2006-03-07";"sistemaRioClaro";244,2;36,7;2,9;1,014
"3052";"2006-03-07";"sistemaRioGrande";187,8;44,8;1,3;0,92
"3053";"2006-03-08";"sistemaAltoTiete";176,7;64,5;0;0,545
"3054";"2006-03-08";"sistemaCantareira";180,7;94,9;2,8;0,6
"3055";"2006-03-08";"sistemaCotia";152,6;40,9;0,1;1,016
"3056";"2006-03-08";"sistemaGuarapiranga";150,8;131,9;0;0,785
"3057";"2006-03-08";"sistemaRioClaro";244,2;36,7;0;1,014
"3058";"2006-03-08";"sistemaRioGrande";187,8;44,8;0;0,92
"3059";"2006-03-09";"sistemaAltoTiete";176,7;64,6;0,1;0,547
"3060";"2006-03-09";"sistemaCantareira";180,7;95;0,1;0,605
"3061";"2006-03-09";"sistemaCotia";152,6;41;0,1;1,014
"3062";"2006-03-09";"sistemaGuarapiranga";150,8;134,3;2,4;0,786
"3063";"2006-03-09";"sistemaRioClaro";244,2;36,8;0,1;1,014
"3064";"2006-03-09";"sistemaRioGrande";187,8;44,8;0;0,919
"3065";"2006-03-10";"sistemaAltoTiete";176,7;64,9;0,3;0,547
"3066";"2006-03-10";"sistemaCantareira";180,7;95;0;0,608
"3067";"2006-03-10";"sistemaCotia";152,6;41;0;1,011
"3068";"2006-03-10";"sistemaGuarapiranga";150,8;134,3;0;0,782
"3069";"2006-03-10";"sistemaRioClaro";244,2;36,8;0;1,014
"3070";"2006-03-10";"sistemaRioGrande";187,8;44,8;0;0,916
"3071";"2006-03-11";"sistemaAltoTiete";176,7;71,7;6,8;0,548
"3072";"2006-03-11";"sistemaCantareira";180,7;109,3;14,3;0,61
"3073";"2006-03-11";"sistemaCotia";152,6;55,5;14,5;1,011
"3074";"2006-03-11";"sistemaGuarapiranga";150,8;150,3;16;0,788
"3075";"2006-03-11";"sistemaRioClaro";244,2;52,2;15,4;1,019
"3076";"2006-03-11";"sistemaRioGrande";187,8;54;9,2;0,916
"3077";"2006-03-12";"sistemaAltoTiete";176,7;79,4;7,7;0,548
"3078";"2006-03-12";"sistemaCantareira";180,7;109,6;0,3;0,611
"3079";"2006-03-12";"sistemaCotia";152,6;58,3;2,8;1,009
"3080";"2006-03-12";"sistemaGuarapiranga";150,8;152,1;1,8;0,792
"3081";"2006-03-12";"sistemaRioClaro";244,2;78,3;26,1;1,028
"3082";"2006-03-12";"sistemaRioGrande";187,8;63,2;9,2;0,917
"3083";"2006-03-13";"sistemaAltoTiete";176,7;79,6;0,2;0,55
"3084";"2006-03-13";"sistemaCantareira";180,7;109,6;0;0,613
"3085";"2006-03-13";"sistemaCotia";152,6;58,4;0,1;1,009
"3086";"2006-03-13";"sistemaGuarapiranga";150,8;152,1;0;0,794
"3087";"2006-03-13";"sistemaRioClaro";244,2;78,3;0;1,02
"3088";"2006-03-13";"sistemaRioGrande";187,8;63,5;0,3;0,916
"3089";"2006-03-14";"sistemaAltoTiete";176,7;79,7;0;0,55
"3090";"2006-03-14";"sistemaCantareira";180,7;109,6;0;0,613
"3091";"2006-03-14";"sistemaCotia";152,6;58,4;0;1,007
"3092";"2006-03-14";"sistemaGuarapiranga";150,8;152,1;0;0,792
"3093";"2006-03-14";"sistemaRioClaro";244,2;78,3;0;1,017
"3094";"2006-03-14";"sistemaRioGrande";187,8;63,5;0;0,916
"3095";"2006-03-15";"sistemaAltoTiete";176,7;79,7;0;0,55
"3096";"2006-03-15";"sistemaCantareira";180,7;109,6;0;0,614
"3097";"2006-03-15";"sistemaCotia";152,6;58,4;0;1,005
"3098";"2006-03-15";"sistemaGuarapiranga";150,8;152,1;0;0,791
"3099";"2006-03-15";"sistemaRioClaro";244,2;78,3;0;1,017
"3100";"2006-03-15";"sistemaRioGrande";187,8;63,5;0;0,914
"3101";"2006-03-16";"sistemaAltoTiete";176,7;80,1;0,4;0,549
"3102";"2006-03-16";"sistemaCantareira";180,7;116,1;6,5;0,616
"3103";"2006-03-16";"sistemaCotia";152,6;58,5;0,1;1,005
"3104";"2006-03-16";"sistemaGuarapiranga";150,8;157,3;5,2;0,791
"3105";"2006-03-16";"sistemaRioClaro";244,2;78,3;0;1,014
"3106";"2006-03-16";"sistemaRioGrande";187,8;67,7;4,2;0,914
"3107";"2006-03-17";"sistemaAltoTiete";176,7;85,5;5,4;0,55
"3108";"2006-03-17";"sistemaCantareira";180,7;125,6;9,5;0,618
"3109";"2006-03-17";"sistemaCotia";152,6;62,9;4,4;1,005
"3110";"2006-03-17";"sistemaGuarapiranga";150,8;158,3;1;0,788
"3111";"2006-03-17";"sistemaRioClaro";244,2;78,5;0,2;1,013
"3112";"2006-03-17";"sistemaRioGrande";187,8;70,2;2,5;0,912
"3113";"2006-03-18";"sistemaAltoTiete";176,7;85,6;0;0,548
"3114";"2006-03-18";"sistemaCantareira";180,7;127;1,4;0,62
"3115";"2006-03-18";"sistemaCotia";152,6;62,9;0;1,005
"3116";"2006-03-18";"sistemaGuarapiranga";150,8;158,3;0;0,786
"3117";"2006-03-18";"sistemaRioClaro";244,2;78,6;0,1;1,013
"3118";"2006-03-18";"sistemaRioGrande";187,8;70,2;0;0,911
"3119";"2006-03-19";"sistemaAltoTiete";176,7;85,6;0,1;0,547
"3120";"2006-03-19";"sistemaCantareira";180,7;129,3;2,3;0,621
"3121";"2006-03-19";"sistemaCotia";152,6;104,6;41,7;1,018
"3122";"2006-03-19";"sistemaGuarapiranga";150,8;173,7;15,4;0,788
"3123";"2006-03-19";"sistemaRioClaro";244,2;78,7;0,1;1,01
"3124";"2006-03-19";"sistemaRioGrande";187,8;70,2;0;0,909
"3125";"2006-03-20";"sistemaAltoTiete";176,7;85,7;0;0,546
"3126";"2006-03-20";"sistemaCantareira";180,7;129,4;0,1;0,622
"3127";"2006-03-20";"sistemaCotia";152,6;104,6;0;1,016
"3128";"2006-03-20";"sistemaGuarapiranga";150,8;173,7;0;0,785
"3129";"2006-03-20";"sistemaRioClaro";244,2;78,7;0;1,006
"3130";"2006-03-20";"sistemaRioGrande";187,8;70,2;0;0,908
"3131";"2006-03-21";"sistemaAltoTiete";176,7;103,3;17,6;0,548
"3132";"2006-03-21";"sistemaCantareira";180,7;154,2;24,8;0,624
"3133";"2006-03-21";"sistemaCotia";152,6;121;16,4;1,016
"3134";"2006-03-21";"sistemaGuarapiranga";150,8;212,7;39;0,788
"3135";"2006-03-21";"sistemaRioClaro";244,2;79,4;0,7;1,003
"3136";"2006-03-21";"sistemaRioGrande";187,8;89,1;18,9;0,908
"3137";"2006-03-22";"sistemaAltoTiete";176,7;103,4;0,1;0,548
"3138";"2006-03-22";"sistemaCantareira";180,7;159,4;5,2;0,626
"3139";"2006-03-22";"sistemaCotia";152,6;121,1;0,1;1,014
"3140";"2006-03-22";"sistemaGuarapiranga";150,8;212,7;0;0,785
"3141";"2006-03-22";"sistemaRioClaro";244,2;79,4;0;1
"3142";"2006-03-22";"sistemaRioGrande";187,8;89,1;0;0,908
"3143";"2006-03-23";"sistemaAltoTiete";176,7;107,5;4,1;0,549
"3144";"2006-03-23";"sistemaCantareira";180,7;170,8;11,3;0,628
"3145";"2006-03-23";"sistemaCotia";152,6;126,9;5,8;1,011
"3146";"2006-03-23";"sistemaGuarapiranga";150,8;213,9;1,2;0,782
"3147";"2006-03-23";"sistemaRioClaro";244,2;79,4;0;0,997
"3148";"2006-03-23";"sistemaRioGrande";187,8;92,3;3,2;0,906
"3149";"2006-03-24";"sistemaAltoTiete";176,7;117,1;9,6;0,551
"3150";"2006-03-24";"sistemaCantareira";180,7;179,2;8,4;0,629
"3151";"2006-03-24";"sistemaCotia";152,6;126,9;0;1,011
"3152";"2006-03-24";"sistemaGuarapiranga";150,8;250,9;37;0,782
"3153";"2006-03-24";"sistemaRioClaro";244,2;105,2;25,8;0,997
"3154";"2006-03-24";"sistemaRioGrande";187,8;93,8;1,5;0,912
"3155";"2006-03-25";"sistemaAltoTiete";176,7;155;37,9;0,56
"3156";"2006-03-25";"sistemaCantareira";180,7;200,7;21,5;0,632
"3157";"2006-03-25";"sistemaCotia";152,6;126,9;0;1,009
"3158";"2006-03-25";"sistemaGuarapiranga";150,8;250,9;0;0,782
"3159";"2006-03-25";"sistemaRioClaro";244,2;124,7;19,5;1,012
"3160";"2006-03-25";"sistemaRioGrande";187,8;93,8;0;0,914
"3161";"2006-03-26";"sistemaAltoTiete";176,7;231;75,9;0,583
"3162";"2006-03-26";"sistemaCantareira";180,7;206;5,3;0,635
"3163";"2006-03-26";"sistemaCotia";152,6;160;33,1;1,018
"3164";"2006-03-26";"sistemaGuarapiranga";150,8;279,9;29;0,789
"3165";"2006-03-26";"sistemaRioClaro";244,2;218,5;93,8;1,035
"3166";"2006-03-26";"sistemaRioGrande";187,8;132,1;38,3;0,927
"3167";"2006-03-27";"sistemaAltoTiete";176,7;239,7;8,7;0,612
"3168";"2006-03-27";"sistemaCantareira";180,7;206,1;0,1;0,638
"3169";"2006-03-27";"sistemaCotia";152,6;164,5;4,5;1,018
"3170";"2006-03-27";"sistemaGuarapiranga";150,8;281,9;2;0,797
"3171";"2006-03-27";"sistemaRioClaro";244,2;233,2;14,7;1,031
"3172";"2006-03-27";"sistemaRioGrande";187,8;147,6;15,5;0,938
"3173";"2006-03-28";"sistemaAltoTiete";176,7;240,4;0,7;0,618
"3174";"2006-03-28";"sistemaCantareira";180,7;206,1;0;0,64
"3175";"2006-03-28";"sistemaCotia";152,6;164,5;0;1,016
"3176";"2006-03-28";"sistemaGuarapiranga";150,8;281,9;0;0,803
"3177";"2006-03-28";"sistemaRioClaro";244,2;233,4;0,2;1,019
"3178";"2006-03-28";"sistemaRioGrande";187,8;149,3;1,7;0,948
"3179";"2006-03-29";"sistemaAltoTiete";176,7;257;16,5;0,621
"3180";"2006-03-29";"sistemaCantareira";180,7;224,4;18,2;0,641
"3181";"2006-03-29";"sistemaCotia";152,6;211,3;46,8;1,032
"3182";"2006-03-29";"sistemaGuarapiranga";150,8;349,9;68;0,824
"3183";"2006-03-29";"sistemaRioClaro";244,2;248;14,6;1,019
"3184";"2006-03-29";"sistemaRioGrande";187,8;190,1;40,8;0,963
"3185";"2006-03-30";"sistemaAltoTiete";176,7;315,5;58,6;0,643
"3186";"2006-03-30";"sistemaCantareira";180,7;266,5;42,2;0,654
"3187";"2006-03-30";"sistemaCotia";152,6;269,4;58,1;1,065
"3188";"2006-03-30";"sistemaGuarapiranga";150,8;382,9;33;0,858
"3189";"2006-03-30";"sistemaRioClaro";244,2;307,4;59,4;1,041
"3190";"2006-03-30";"sistemaRioGrande";187,8;254,1;64;1,009
