"";"data";"lugar";"media_historica_do_mes";"pluviometria_acumulada_no_mes";"pluviometria_do_dia";"volume_armazenado"
"8561";"2008-09-14";"sistemaRioClaro";150,2;18,3;10,4;0,482
"8562";"2008-09-14";"sistemaRioGrande";97,7;24,3;10,2;0,774
"8563";"2008-09-15";"sistemaAltoTiete";86,1;10,3;0;0,476
"8564";"2008-09-15";"sistemaCantareira";95,3;9,1;0;0,548
"8565";"2008-09-15";"sistemaCotia";89,3;22,3;0;0,822
"8566";"2008-09-15";"sistemaGuarapiranga";79,5;18,8;0,4;0,534
"8567";"2008-09-15";"sistemaRioClaro";150,2;22,2;3,9;0,485
"8568";"2008-09-15";"sistemaRioGrande";97,7;24,8;0,5;0,774
"8569";"2008-09-16";"sistemaAltoTiete";86,1;10,3;0;0,474
"8570";"2008-09-16";"sistemaCantareira";95,3;9,1;0;0,546
"8571";"2008-09-16";"sistemaCotia";89,3;22,3;0;0,822
"8572";"2008-09-16";"sistemaGuarapiranga";79,5;18,8;0;0,531
"8573";"2008-09-16";"sistemaRioClaro";150,2;22,8;0,6;0,484
"8574";"2008-09-16";"sistemaRioGrande";97,7;24,8;0;0,773
"8575";"2008-09-17";"sistemaAltoTiete";86,1;10,3;0;0,473
"8576";"2008-09-17";"sistemaCantareira";95,3;9,1;0;0,544
"8577";"2008-09-17";"sistemaCotia";89,3;23,1;0,8;0,82
"8578";"2008-09-17";"sistemaGuarapiranga";79,5;18,8;0;0,53
"8579";"2008-09-17";"sistemaRioClaro";150,2;25,4;2,6;0,482
"8580";"2008-09-17";"sistemaRioGrande";97,7;26,8;2;0,77
"8581";"2008-09-18";"sistemaAltoTiete";86,1;10,4;0,1;0,471
"8582";"2008-09-18";"sistemaCantareira";95,3;9,1;0;0,541
"8583";"2008-09-18";"sistemaCotia";89,3;23,1;0;0,816
"8584";"2008-09-18";"sistemaGuarapiranga";79,5;18,8;0;0,526
"8585";"2008-09-18";"sistemaRioClaro";150,2;27;1,6;0,479
"8586";"2008-09-18";"sistemaRioGrande";97,7;27,8;1;0,769
"8587";"2008-09-19";"sistemaAltoTiete";86,1;10,5;0,1;0,469
"8588";"2008-09-19";"sistemaCantareira";95,3;9,1;0;0,539
"8589";"2008-09-19";"sistemaCotia";89,3;23,1;0;0,812
"8590";"2008-09-19";"sistemaGuarapiranga";79,5;18,8;0;0,522
"8591";"2008-09-19";"sistemaRioClaro";150,2;27,3;0,3;0,474
"8592";"2008-09-19";"sistemaRioGrande";97,7;27,8;0;0,766
"8593";"2008-09-20";"sistemaAltoTiete";86,1;10,5;0;0,467
"8594";"2008-09-20";"sistemaCantareira";95,3;9,1;0;0,537
"8595";"2008-09-20";"sistemaCotia";89,3;23,1;0;0,804
"8596";"2008-09-20";"sistemaGuarapiranga";79,5;19;0,2;0,518
"8597";"2008-09-20";"sistemaRioClaro";150,2;27,3;0;0,467
"8598";"2008-09-20";"sistemaRioGrande";97,7;27,8;0;0,766
"8599";"2008-09-21";"sistemaAltoTiete";86,1;22,8;12,3;0,466
"8600";"2008-09-21";"sistemaCantareira";95,3;19,8;10,7;0,535
"8601";"2008-09-21";"sistemaCotia";89,3;31,3;8,2;0,802
"8602";"2008-09-21";"sistemaGuarapiranga";79,5;23,6;4,6;0,516
"8603";"2008-09-21";"sistemaRioClaro";150,2;35,5;8,2;0,463
"8604";"2008-09-21";"sistemaRioGrande";97,7;31,3;3,5;0,766
"8605";"2008-09-22";"sistemaAltoTiete";86,1;26,6;3,8;0,465
"8606";"2008-09-22";"sistemaCantareira";95,3;28,7;9;0,535
"8607";"2008-09-22";"sistemaCotia";89,3;36,3;5;0,8
"8608";"2008-09-22";"sistemaGuarapiranga";79,5;33;9,4;0,515
"8609";"2008-09-22";"sistemaRioClaro";150,2;45,3;9,8;0,46
"8610";"2008-09-22";"sistemaRioGrande";97,7;39,1;7,8;0,764
"8611";"2008-09-23";"sistemaAltoTiete";86,1;26,6;0,1;0,464
"8612";"2008-09-23";"sistemaCantareira";95,3;28,7;0;0,534
"8613";"2008-09-23";"sistemaCotia";89,3;36,3;0;0,8
"8614";"2008-09-23";"sistemaGuarapiranga";79,5;33;0;0,512
"8615";"2008-09-23";"sistemaRioClaro";150,2;45,3;0;0,457
"8616";"2008-09-23";"sistemaRioGrande";97,7;39,1;0;0,76
"8617";"2008-09-24";"sistemaAltoTiete";86,1;27,7;1,1;0,463
"8618";"2008-09-24";"sistemaCantareira";95,3;28,7;0;0,533
"8619";"2008-09-24";"sistemaCotia";89,3;36,6;0,3;0,794
"8620";"2008-09-24";"sistemaGuarapiranga";79,5;33,4;0,4;0,51
"8621";"2008-09-24";"sistemaRioClaro";150,2;67,7;22,4;0,458
"8622";"2008-09-24";"sistemaRioGrande";97,7;39,1;0;0,761
"8623";"2008-09-25";"sistemaAltoTiete";86,1;28,5;0,8;0,461
"8624";"2008-09-25";"sistemaCantareira";95,3;28,8;0,1;0,532
"8625";"2008-09-25";"sistemaCotia";89,3;38,8;2,2;0,79
"8626";"2008-09-25";"sistemaGuarapiranga";79,5;33,6;0,2;0,507
"8627";"2008-09-25";"sistemaRioClaro";150,2;75,5;7,8;0,467
"8628";"2008-09-25";"sistemaRioGrande";97,7;44,1;5;0,761
"8629";"2008-09-26";"sistemaAltoTiete";86,1;35,3;6,8;0,46
"8630";"2008-09-26";"sistemaCantareira";95,3;31,4;2,6;0,53
"8631";"2008-09-26";"sistemaCotia";89,3;39,2;0,4;0,788
"8632";"2008-09-26";"sistemaGuarapiranga";79,5;36;2,4;0,506
"8633";"2008-09-26";"sistemaRioClaro";150,2;82,3;6,8;0,468
"8634";"2008-09-26";"sistemaRioGrande";97,7;47,1;3;0,761
"8635";"2008-09-27";"sistemaAltoTiete";86,1;35,7;0,4;0,459
"8636";"2008-09-27";"sistemaCantareira";95,3;34,7;3,4;0,529
"8637";"2008-09-27";"sistemaCotia";89,3;39,4;0,2;0,784
"8638";"2008-09-27";"sistemaGuarapiranga";79,5;36,2;0,2;0,503
"8639";"2008-09-27";"sistemaRioClaro";150,2;82,7;0,4;0,467
"8640";"2008-09-27";"sistemaRioGrande";97,7;47,1;0;0,758
"8641";"2008-09-28";"sistemaAltoTiete";86,1;45,5;9,8;0,459
"8642";"2008-09-28";"sistemaCantareira";95,3;35,2;0,5;0,527
"8643";"2008-09-28";"sistemaCotia";89,3;39,6;0,2;0,782
"8644";"2008-09-28";"sistemaGuarapiranga";79,5;36,4;0,2;0,5
"8645";"2008-09-28";"sistemaRioClaro";150,2;96,1;13,4;0,472
"8646";"2008-09-28";"sistemaRioGrande";97,7;48,3;1,2;0,758
"8647";"2008-09-29";"sistemaAltoTiete";86,1;46;0,4;0,458
"8648";"2008-09-29";"sistemaCantareira";95,3;35,2;0;0,526
"8649";"2008-09-29";"sistemaCotia";89,3;40,6;1;0,78
"8650";"2008-09-29";"sistemaGuarapiranga";79,5;37;0,6;0,499
"8651";"2008-09-29";"sistemaRioClaro";150,2;99,4;3,3;0,474
"8652";"2008-09-29";"sistemaRioGrande";97,7;50,8;2,5;0,756
"8653";"2008-09-30";"sistemaAltoTiete";86,1;46;0;0,457
"8654";"2008-09-30";"sistemaCantareira";95,3;35,2;0;0,526
"8655";"2008-09-30";"sistemaCotia";89,3;40,8;0,2;0,774
"8656";"2008-09-30";"sistemaGuarapiranga";79,5;37;0;0,495
"8657";"2008-09-30";"sistemaRioClaro";150,2;99,4;0;0,472
"8658";"2008-09-30";"sistemaRioGrande";97,7;50,8;0;0,757
"8659";"2008-10-01";"sistemaAltoTiete";114,9;0,1;0,1;0,456
"8660";"2008-10-01";"sistemaCantareira";132,8;0;0;0,524
"8661";"2008-10-01";"sistemaCotia";122,4;0,2;0,2;0,77
"8662";"2008-10-01";"sistemaGuarapiranga";117,8;0;0;0,494
"8663";"2008-10-01";"sistemaRioClaro";179,1;0,8;0,8;0,467
"8664";"2008-10-01";"sistemaRioGrande";138,1;0,2;0,2;0,756
"8665";"2008-10-02";"sistemaAltoTiete";114,9;25,8;25,8;0,457
"8666";"2008-10-02";"sistemaCantareira";132,8;32,9;32,9;0,525
"8667";"2008-10-02";"sistemaCotia";122,4;34,8;34,6;0,772
"8668";"2008-10-02";"sistemaGuarapiranga";117,8;22,8;22,8;0,496
"8669";"2008-10-02";"sistemaRioClaro";179,1;21,1;20,3;0,464
"8670";"2008-10-02";"sistemaRioGrande";138,1;26;25,8;0,763
"8671";"2008-10-03";"sistemaAltoTiete";114,9;25,8;0;0,457
"8672";"2008-10-03";"sistemaCantareira";132,8;33;0,1;0,524
"8673";"2008-10-03";"sistemaCotia";122,4;35;0,2;0,78
"8674";"2008-10-03";"sistemaGuarapiranga";117,8;22,8;0;0,502
"8675";"2008-10-03";"sistemaRioClaro";179,1;21,1;0;0,465
"8676";"2008-10-03";"sistemaRioGrande";138,1;26;0;0,76
"8677";"2008-10-04";"sistemaAltoTiete";114,9;25,9;0;0,457
"8678";"2008-10-04";"sistemaCantareira";132,8;33;0;0,523
"8679";"2008-10-04";"sistemaCotia";122,4;35;0;0,78
"8680";"2008-10-04";"sistemaGuarapiranga";117,8;22,8;0;0,502
"8681";"2008-10-04";"sistemaRioClaro";179,1;21,1;0;0,462
"8682";"2008-10-04";"sistemaRioGrande";138,1;26;0;0,76
"8683";"2008-10-05";"sistemaAltoTiete";114,9;33,2;7,4;0,456
"8684";"2008-10-05";"sistemaCantareira";132,8;38,2;5,2;0,522
"8685";"2008-10-05";"sistemaCotia";122,4;38,8;3,8;0,784
"8686";"2008-10-05";"sistemaGuarapiranga";117,8;44,8;22;0,506
"8687";"2008-10-05";"sistemaRioClaro";179,1;22,2;1,1;0,457
"8688";"2008-10-05";"sistemaRioGrande";138,1;46,3;20,3;0,761
"8689";"2008-10-06";"sistemaAltoTiete";114,9;37,5;4,3;0,457
"8690";"2008-10-06";"sistemaCantareira";132,8;47,9;9,7;0,521
"8691";"2008-10-06";"sistemaCotia";122,4;40;1,2;0,79
"8692";"2008-10-06";"sistemaGuarapiranga";117,8;45,2;0,4;0,512
"8693";"2008-10-06";"sistemaRioClaro";179,1;33,2;11;0,455
"8694";"2008-10-06";"sistemaRioGrande";138,1;47,3;1;0,767
"8695";"2008-10-07";"sistemaAltoTiete";114,9;49,6;12,1;0,458
"8696";"2008-10-07";"sistemaCantareira";132,8;58,1;10,2;0,522
"8697";"2008-10-07";"sistemaCotia";122,4;45;5;0,794
"8698";"2008-10-07";"sistemaGuarapiranga";117,8;50,6;5,4;0,521
"8699";"2008-10-07";"sistemaRioClaro";179,1;43,3;10,1;0,457
"8700";"2008-10-07";"sistemaRioGrande";138,1;55,5;8,2;0,773
"8701";"2008-10-08";"sistemaAltoTiete";114,9;51,2;1,6;0,458
"8702";"2008-10-08";"sistemaCantareira";132,8;58,6;0,5;0,521
"8703";"2008-10-08";"sistemaCotia";122,4;45;0;0,794
"8704";"2008-10-08";"sistemaGuarapiranga";117,8;50,8;0,2;0,518
"8705";"2008-10-08";"sistemaRioClaro";179,1;52,2;8,9;0,463
"8706";"2008-10-08";"sistemaRioGrande";138,1;60,5;5;0,776
"8707";"2008-10-09";"sistemaAltoTiete";114,9;51,7;0,5;0,458
"8708";"2008-10-09";"sistemaCantareira";132,8;59,6;1;0,52
"8709";"2008-10-09";"sistemaCotia";122,4;45;0;0,792
"8710";"2008-10-09";"sistemaGuarapiranga";117,8;51;0,2;0,515
"8711";"2008-10-09";"sistemaRioClaro";179,1;61,8;9,6;0,481
"8712";"2008-10-09";"sistemaRioGrande";138,1;66,7;6,2;0,783
"8713";"2008-10-10";"sistemaAltoTiete";114,9;51,7;0;0,458
"8714";"2008-10-10";"sistemaCantareira";132,8;59,6;0;0,519
"8715";"2008-10-10";"sistemaCotia";122,4;45,2;0,2;0,794
"8716";"2008-10-10";"sistemaGuarapiranga";117,8;51;0;0,512
"8717";"2008-10-10";"sistemaRioClaro";179,1;61,8;0;0,483
"8718";"2008-10-10";"sistemaRioGrande";138,1;66,7;0;0,782
"8719";"2008-10-11";"sistemaAltoTiete";114,9;51,7;0;0,458
"8720";"2008-10-11";"sistemaCantareira";132,8;59,6;0;0,518
"8721";"2008-10-11";"sistemaCotia";122,4;45,2;0;0,792
"8722";"2008-10-11";"sistemaGuarapiranga";117,8;51;0;0,51
"8723";"2008-10-11";"sistemaRioClaro";179,1;61,8;0;0,482
"8724";"2008-10-11";"sistemaRioGrande";138,1;66,7;0;0,782
"8725";"2008-10-12";"sistemaAltoTiete";114,9;52;0,3;0,457
"8726";"2008-10-12";"sistemaCantareira";132,8;60,4;0,8;0,517
"8727";"2008-10-12";"sistemaCotia";122,4;63;17,8;0,796
"8728";"2008-10-12";"sistemaGuarapiranga";117,8;53,4;2,4;0,507
"8729";"2008-10-12";"sistemaRioClaro";179,1;61,9;0,1;0,482
"8730";"2008-10-12";"sistemaRioGrande";138,1;67,5;0,8;0,782
"8731";"2008-10-13";"sistemaAltoTiete";114,9;52;0;0,455
"8732";"2008-10-13";"sistemaCantareira";132,8;61,6;1,2;0,516
"8733";"2008-10-13";"sistemaCotia";122,4;64,2;1,2;0,796
"8734";"2008-10-13";"sistemaGuarapiranga";117,8;54,4;1;0,504
"8735";"2008-10-13";"sistemaRioClaro";179,1;62,1;0,2;0,477
"8736";"2008-10-13";"sistemaRioGrande";138,1;67,7;0,2;0,78
"8737";"2008-10-14";"sistemaAltoTiete";114,9;52;0;0,453
"8738";"2008-10-14";"sistemaCantareira";132,8;61,6;0;0,514
"8739";"2008-10-14";"sistemaCotia";122,4;64,2;0;0,796
"8740";"2008-10-14";"sistemaGuarapiranga";117,8;54,4;0;0,502
"8741";"2008-10-14";"sistemaRioClaro";179,1;62,1;0;0,473
"8742";"2008-10-14";"sistemaRioGrande";138,1;67,7;0;0,782
"8743";"2008-10-15";"sistemaAltoTiete";114,9;52;0;0,451
"8744";"2008-10-15";"sistemaCantareira";132,8;61,6;0;0,511
"8745";"2008-10-15";"sistemaCotia";122,4;64,4;0,2;0,792
"8746";"2008-10-15";"sistemaGuarapiranga";117,8;54,4;0;0,499
"8747";"2008-10-15";"sistemaRioClaro";179,1;62,1;0;0,469
"8748";"2008-10-15";"sistemaRioGrande";138,1;67,7;0;0,777
"8749";"2008-10-16";"sistemaAltoTiete";114,9;52;0;0,45
"8750";"2008-10-16";"sistemaCantareira";132,8;61,6;0;0,509
"8751";"2008-10-16";"sistemaCotia";122,4;64,4;0;0,788
"8752";"2008-10-16";"sistemaGuarapiranga";117,8;54,8;0,4;0,499
"8753";"2008-10-16";"sistemaRioClaro";179,1;67,7;5,6;0,466
"8754";"2008-10-16";"sistemaRioGrande";138,1;68,7;1;0,776
"8755";"2008-10-17";"sistemaAltoTiete";114,9;52;0;0,448
"8756";"2008-10-17";"sistemaCantareira";132,8;71,2;9,7;0,507
"8757";"2008-10-17";"sistemaCotia";122,4;64,4;0;0,786
"8758";"2008-10-17";"sistemaGuarapiranga";117,8;55,2;0,4;0,499
"8759";"2008-10-17";"sistemaRioClaro";179,1;68,1;0,4;0,463
"8760";"2008-10-17";"sistemaRioGrande";138,1;68,7;0;0,774
"8761";"2008-10-18";"sistemaAltoTiete";114,9;56,9;4,9;0,446
"8762";"2008-10-18";"sistemaCantareira";132,8;71,2;0;0,506
"8763";"2008-10-18";"sistemaCotia";122,4;66,6;2,2;0,784
"8764";"2008-10-18";"sistemaGuarapiranga";117,8;55,8;0,6;0,499
"8765";"2008-10-18";"sistemaRioClaro";179,1;74,9;6,8;0,461
"8766";"2008-10-18";"sistemaRioGrande";138,1;70,7;2;0,773
"8767";"2008-10-19";"sistemaAltoTiete";114,9;76,9;20;0,446
"8768";"2008-10-19";"sistemaCantareira";132,8;92,4;21,1;0,505
"8769";"2008-10-19";"sistemaCotia";122,4;86;19,4;0,788
"8770";"2008-10-19";"sistemaGuarapiranga";117,8;85,8;30;0,503
"8771";"2008-10-19";"sistemaRioClaro";179,1;90,9;16;0,464
"8772";"2008-10-19";"sistemaRioGrande";138,1;92,2;21,5;0,777
"8773";"2008-10-20";"sistemaAltoTiete";114,9;77,3;0,4;0,446
"8774";"2008-10-20";"sistemaCantareira";132,8;95,1;2,8;0,506
"8775";"2008-10-20";"sistemaCotia";122,4;86;0;0,794
"8776";"2008-10-20";"sistemaGuarapiranga";117,8;86;0,2;0,506
"8777";"2008-10-20";"sistemaRioClaro";179,1;91,5;0,6;0,466
"8778";"2008-10-20";"sistemaRioGrande";138,1;93,4;1,2;0,777
"8779";"2008-10-21";"sistemaAltoTiete";114,9;77,3;0;0,445
"8780";"2008-10-21";"sistemaCantareira";132,8;95,1;0;0,504
"8781";"2008-10-21";"sistemaCotia";122,4;86,2;0,2;0,796
"8782";"2008-10-21";"sistemaGuarapiranga";117,8;86;0;0,506
"8783";"2008-10-21";"sistemaRioClaro";179,1;91,5;0;0,462
"8784";"2008-10-21";"sistemaRioGrande";138,1;93,4;0;0,777
"8785";"2008-10-22";"sistemaAltoTiete";114,9;77,3;0;0,444
"8786";"2008-10-22";"sistemaCantareira";132,8;96,4;1,3;0,503
"8787";"2008-10-22";"sistemaCotia";122,4;86,2;0;0,796
"8788";"2008-10-22";"sistemaGuarapiranga";117,8;86;0;0,506
"8789";"2008-10-22";"sistemaRioClaro";179,1;91,5;0;0,457
"8790";"2008-10-22";"sistemaRioGrande";138,1;93,4;0;0,776
"8791";"2008-10-23";"sistemaAltoTiete";114,9;83,1;5,8;0,443
"8792";"2008-10-23";"sistemaCantareira";132,8;96,7;0,3;0,501
"8793";"2008-10-23";"sistemaCotia";122,4;86,4;0,2;0,796
"8794";"2008-10-23";"sistemaGuarapiranga";117,8;86;0;0,504
"8795";"2008-10-23";"sistemaRioClaro";179,1;92,7;1,2;0,452
"8796";"2008-10-23";"sistemaRioGrande";138,1;93,6;0,2;0,774
"8797";"2008-10-24";"sistemaAltoTiete";114,9;106,9;23,8;0,443
"8798";"2008-10-24";"sistemaCantareira";132,8;116,7;20;0,5
"8799";"2008-10-24";"sistemaCotia";122,4;86,4;0;0,792
"8800";"2008-10-24";"sistemaGuarapiranga";117,8;91,6;5,6;0,504
"8801";"2008-10-24";"sistemaRioClaro";179,1;101,7;9;0,453
"8802";"2008-10-24";"sistemaRioGrande";138,1;116,1;22,5;0,777
"8803";"2008-10-25";"sistemaAltoTiete";114,9;107;0,1;0,441
"8804";"2008-10-25";"sistemaCantareira";132,8;116,7;0;0,498
"8805";"2008-10-25";"sistemaCotia";122,4;86,4;0;0,79
"8806";"2008-10-25";"sistemaGuarapiranga";117,8;91,6;0;0,502
"8807";"2008-10-25";"sistemaRioClaro";179,1;101,9;0,2;0,453
"8808";"2008-10-25";"sistemaRioGrande";138,1;116,1;0;0,776
"8809";"2008-10-26";"sistemaAltoTiete";114,9;107,1;0,1;0,44
"8810";"2008-10-26";"sistemaCantareira";132,8;118,2;1,5;0,496
"8811";"2008-10-26";"sistemaCotia";122,4;86,4;0;0,79
"8812";"2008-10-26";"sistemaGuarapiranga";117,8;91,6;0;0,499
"8813";"2008-10-26";"sistemaRioClaro";179,1;102,2;0,3;0,446
"8814";"2008-10-26";"sistemaRioGrande";138,1;116,3;0,2;0,773
"8815";"2008-10-27";"sistemaAltoTiete";114,9;107,1;0;0,439
"8816";"2008-10-27";"sistemaCantareira";132,8;118,2;0;0,494
"8817";"2008-10-27";"sistemaCotia";122,4;86,4;0;0,784
"8818";"2008-10-27";"sistemaGuarapiranga";117,8;91,6;0;0,495
"8819";"2008-10-27";"sistemaRioClaro";179,1;102,2;0;0,444
"8820";"2008-10-27";"sistemaRioGrande";138,1;116,3;0;0,77
"8821";"2008-10-28";"sistemaAltoTiete";114,9;107,2;0,1;0,437
"8822";"2008-10-28";"sistemaCantareira";132,8;118,4;0,1;0,492
"8823";"2008-10-28";"sistemaCotia";122,4;86,4;0;0,78
"8824";"2008-10-28";"sistemaGuarapiranga";117,8;91,8;0,2;0,492
"8825";"2008-10-28";"sistemaRioClaro";179,1;107,1;4,9;0,437
"8826";"2008-10-28";"sistemaRioGrande";138,1;116,5;0,2;0,769
"8827";"2008-10-29";"sistemaAltoTiete";114,9;107,2;0;0,435
"8828";"2008-10-29";"sistemaCantareira";132,8;118,4;0;0,49
"8829";"2008-10-29";"sistemaCotia";122,4;86,4;0;0,778
"8830";"2008-10-29";"sistemaGuarapiranga";117,8;91,8;0;0,49
"8831";"2008-10-29";"sistemaRioClaro";179,1;107,8;0,7;0,433
"8832";"2008-10-29";"sistemaRioGrande";138,1;117,3;0,8;0,767
"8833";"2008-10-30";"sistemaAltoTiete";114,9;118,3;11,1;0,434
"8834";"2008-10-30";"sistemaCantareira";132,8;175,1;56,8;0,493
"8835";"2008-10-30";"sistemaCotia";122,4;96,2;9,8;0,776
"8836";"2008-10-30";"sistemaGuarapiranga";117,8;102,8;11;0,487
"8837";"2008-10-30";"sistemaRioClaro";179,1;121,1;13,3;0,432
"8838";"2008-10-30";"sistemaRioGrande";138,1;122,5;5,2;0,766
"8839";"2008-10-31";"sistemaAltoTiete";114,9;118,9;0,6;0,433
"8840";"2008-10-31";"sistemaCantareira";132,8;175,2;0,1;0,493
"8841";"2008-10-31";"sistemaCotia";122,4;96,4;0,2;0,776
"8842";"2008-10-31";"sistemaGuarapiranga";117,8;103;0,2;0,485
"8843";"2008-10-31";"sistemaRioClaro";179,1;122,8;1,7;0,431
"8844";"2008-10-31";"sistemaRioGrande";138,1;122,7;0,2;0,763
"8845";"2008-11-01";"sistemaAltoTiete";130,3;0;0;0,431
"8846";"2008-11-01";"sistemaCantareira";157,3;0,1;0,1;0,492
"8847";"2008-11-01";"sistemaCotia";133,9;0;0;0,774
"8848";"2008-11-01";"sistemaGuarapiranga";123,4;0;0;0,482
"8849";"2008-11-01";"sistemaRioClaro";204;1;1;0,429
"8850";"2008-11-01";"sistemaRioGrande";143,1;0,8;0,8;0,761
"8851";"2008-11-02";"sistemaAltoTiete";130,3;0,5;0,4;0,429
"8852";"2008-11-02";"sistemaCantareira";157,3;0,1;0;0,491
"8853";"2008-11-02";"sistemaCotia";133,9;0;0;0,77
"8854";"2008-11-02";"sistemaGuarapiranga";123,4;0;0;0,479
"8855";"2008-11-02";"sistemaRioClaro";204;1;0;0,425
"8856";"2008-11-02";"sistemaRioGrande";143,1;0,8;0;0,76
"8857";"2008-11-03";"sistemaAltoTiete";130,3;12,3;11,8;0,428
"8858";"2008-11-03";"sistemaCantareira";157,3;6,4;6,3;0,49
"8859";"2008-11-03";"sistemaCotia";133,9;11,4;11,4;0,77
"8860";"2008-11-03";"sistemaGuarapiranga";123,4;7,4;7,4;0,481
"8861";"2008-11-03";"sistemaRioClaro";204;7,1;6,1;0,421
"8862";"2008-11-03";"sistemaRioGrande";143,1;6,6;5,8;0,761
"8863";"2008-11-04";"sistemaAltoTiete";130,3;12,3;0,1;0,427
"8864";"2008-11-04";"sistemaCantareira";157,3;6,4;0,1;0,489
"8865";"2008-11-04";"sistemaCotia";133,9;11,4;0;0,768
"8866";"2008-11-04";"sistemaGuarapiranga";123,4;7,4;0;0,479
"8867";"2008-11-04";"sistemaRioClaro";204;7,3;0,2;0,415
"8868";"2008-11-04";"sistemaRioGrande";143,1;6,6;0;0,758
"8869";"2008-11-05";"sistemaAltoTiete";130,3;12,4;0;0,425
"8870";"2008-11-05";"sistemaCantareira";157,3;6,4;0;0,487
"8871";"2008-11-05";"sistemaCotia";133,9;11,4;0;0,768
"8872";"2008-11-05";"sistemaGuarapiranga";123,4;7,4;0;0,478
"8873";"2008-11-05";"sistemaRioClaro";204;7,3;0;0,41
"8874";"2008-11-05";"sistemaRioGrande";143,1;6,6;0;0,756
"8875";"2008-11-06";"sistemaAltoTiete";130,3;12,4;0;0,424
"8876";"2008-11-06";"sistemaCantareira";157,3;6,4;0;0,486
"8877";"2008-11-06";"sistemaCotia";133,9;11,4;0;0,765
"8878";"2008-11-06";"sistemaGuarapiranga";123,4;7,4;0;0,477
"8879";"2008-11-06";"sistemaRioClaro";204;7,5;0,2;0,406
"8880";"2008-11-06";"sistemaRioGrande";143,1;6,6;0;0,756
"8881";"2008-11-07";"sistemaAltoTiete";130,3;21,3;8,9;0,423
"8882";"2008-11-07";"sistemaCantareira";157,3;21,7;15,3;0,485
"8883";"2008-11-07";"sistemaCotia";133,9;16,4;5;0,763
"8884";"2008-11-07";"sistemaGuarapiranga";123,4;16,2;8,8;0,478
"8885";"2008-11-07";"sistemaRioClaro";204;12,5;5;0,403
"8886";"2008-11-07";"sistemaRioGrande";143,1;16,4;9,8;0,753
"8887";"2008-11-08";"sistemaAltoTiete";130,3;33;11,8;0,423
"8888";"2008-11-08";"sistemaCantareira";157,3;43,9;22,2;0,486
"8889";"2008-11-08";"sistemaCotia";133,9;32;15,6;0,772
"8890";"2008-11-08";"sistemaGuarapiranga";123,4;26,2;10;0,483
"8891";"2008-11-08";"sistemaRioClaro";204;13,7;1,2;0,398
"8892";"2008-11-08";"sistemaRioGrande";143,1;31,4;15;0,754
"8893";"2008-11-09";"sistemaAltoTiete";130,3;46,5;13,4;0,422
"8894";"2008-11-09";"sistemaCantareira";157,3;43,9;0;0,488
"8895";"2008-11-09";"sistemaCotia";133,9;33,4;1,4;0,776
"8896";"2008-11-09";"sistemaGuarapiranga";123,4;27,4;1,2;0,479
"8897";"2008-11-09";"sistemaRioClaro";204;14,7;1;0,393
"8898";"2008-11-09";"sistemaRioGrande";143,1;31,6;0,2;0,753
"8899";"2008-11-10";"sistemaAltoTiete";130,3;46,5;0;0,42
"8900";"2008-11-10";"sistemaCantareira";157,3;43,9;0;0,487
"8901";"2008-11-10";"sistemaCotia";133,9;33,4;0;0,774
"8902";"2008-11-10";"sistemaGuarapiranga";123,4;27,4;0;0,479
"8903";"2008-11-10";"sistemaRioClaro";204;14,9;0,2;0,388
"8904";"2008-11-10";"sistemaRioGrande";143,1;31,6;0;0,751
"8905";"2008-11-11";"sistemaAltoTiete";130,3;62,1;15,6;0,42
"8906";"2008-11-11";"sistemaCantareira";157,3;64;20;0,49
"8907";"2008-11-11";"sistemaCotia";133,9;33,6;0,2;0,774
"8908";"2008-11-11";"sistemaGuarapiranga";123,4;27,4;0;0,477
"8909";"2008-11-11";"sistemaRioClaro";204;19,8;4,9;0,382
"8910";"2008-11-11";"sistemaRioGrande";143,1;33,4;1,8;0,75
"8911";"2008-11-12";"sistemaAltoTiete";130,3;62,8;0,6;0,419
"8912";"2008-11-12";"sistemaCantareira";157,3;64;0,1;0,489
"8913";"2008-11-12";"sistemaCotia";133,9;33,6;0;0,77
"8914";"2008-11-12";"sistemaGuarapiranga";123,4;28;0,6;0,474
"8915";"2008-11-12";"sistemaRioClaro";204;20,1;0,3;0,377
"8916";"2008-11-12";"sistemaRioGrande";143,1;34,4;1;0,748
"8917";"2008-11-13";"sistemaAltoTiete";130,3;77,5;14,7;0,419
"8918";"2008-11-13";"sistemaCantareira";157,3;84,3;20,3;0,489
"8919";"2008-11-13";"sistemaCotia";133,9;42,6;9;0,774
"8920";"2008-11-13";"sistemaGuarapiranga";123,4;36,2;8,2;0,475
"8921";"2008-11-13";"sistemaRioClaro";204;32,9;12,8;0,373
"8922";"2008-11-13";"sistemaRioGrande";143,1;43,6;9,2;0,756
"8923";"2008-11-14";"sistemaAltoTiete";130,3;81,4;3,9;0,42
"8924";"2008-11-14";"sistemaCantareira";157,3;85,9;1,6;0,49
"8925";"2008-11-14";"sistemaCotia";133,9;42,6;0;0,774
"8926";"2008-11-14";"sistemaGuarapiranga";123,4;36,2;0;0,474
"8927";"2008-11-14";"sistemaRioClaro";204;39,1;6,2;0,373
"8928";"2008-11-14";"sistemaRioGrande";143,1;43,6;0;0,757
"8929";"2008-11-15";"sistemaAltoTiete";130,3;90,1;8,7;0,42
